"project","version","class","lignes_code","lignes_comm","nb_methodes","nb_interfaces","nb_sous_classes","nb_classes_abstract","jax_nb_methodes_abstraites","DJEA","NDJEA","ICU","ICNU","ICD","ICC","encapsulation_rate_methods","encapsulation_rate_fields","encapsulation_rate_total","dms_score","CohesionRate"
"Math-2","fixed","Expm1","54","5","3","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.0172","0.0000"
"Math-2","fixed","MathArithmeticException","77","9","3","0","1","0","0","0","0","4","0","0","0","0.0000","1.0000","0.4000","0.0086","1.0000"
"Math-2","fixed","UnivariatePointValuePair","69","8","2","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.6000","0.0000","0.0000"
"Math-2","fixed","RotationTransform","","","","","","","","","","","","","","0.0000","1.0000","0.5000","0.1065","0.6667"
"Math-2","fixed","InteractionTest","80","2","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.8571","0.1258","0.0000"
"Math-2","fixed","AbstractUnivariateDifferentiableSolver","83","7","2","0","1","1","0","0","1","3","0","0","0","1.0000","1.0000","1.0000","0.0194","1.0000"
"Math-2","fixed","StorelessBivariateCovariance","139","13","4","0","0","0","0","0","1","2","0","0","0","0.0000","1.0000","0.5556","0.0048","1.0000"
"Math-2","fixed","NormalizedRandomGenerator","38","3","1","1","0","0","1","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","WithWeight","38","3","1","1","0","0","1","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","RealMatrixFormatAbstractTest","363","2","31","0","0","1","2","0","0","7","0","0","0","0.0645","0.0000","0.0606","0.0660","0.9310"
"Math-2","fixed","ComplexFormatAbstractTest","310","1","33","0","0","1","2","0","0","6","0","0","0","0.0606","0.0000","0.0571","0.0457","0.7742"
"Math-2","fixed","LegendreHighPrecisionParametricTest","86","6","2","0","1","0","0","0","0","5","0","0","0","0.0000","0.5000","0.2500","0.0226","0.0000"
"Math-2","fixed","SimpleRegressionTest","681","72","23","0","0","0","0","0","0","6","0","0","0","0.0870","1.0000","0.3636","0.2374","0.6957"
"Math-2","fixed","SumSqTest","72","4","4","0","1","0","0","0","0","5","0","0","0","0.2500","1.0000","0.4000","0.0677","0.0000"
"Math-2","fixed","CovarianceTest","252","13","7","0","0","0","0","0","0","7","0","0","0","0.1429","1.0000","0.3333","0.1028","0.2857"
"Math-2","fixed","ParameterizedODE","43","4","2","1","0","0","2","0","2","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","MultivariateOptimizer","36","2","0","1","0","0","0","0","1","6","0","0","0","1.0000","1.0000","1.0000","0.0000","0.7500"
"Math-2","fixed","TricubicSplineInterpolator","200","17","3","0","0","0","0","0","4","5","0","0","0","0.6667","1.0000","0.6667","0.1484","0.0000"
"Math-2","fixed","RealMatrixPreservingVisitor","55","5","3","1","0","0","3","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","MullerSolver2","169","18","1","0","1","0","0","0","3","4","0","0","0","1.0000","1.0000","1.0000","0.3613","0.0000"
"Math-2","fixed","IdentityPreconditioner","","","","","","","","","","","","","","0.0000","1.0000","0.5000","0.0129","0.0000"
"Math-2","fixed","HilbertMatrix","75","10","3","0","1","0","0","0","0","1","0","0","0","0.0000","1.0000","0.2500","0.0258","1.0000"
"Math-2","fixed","UpdatingMultipleLinearRegression","94","9","7","1","0","0","7","0","6","2","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","RectangularCholeskyDecompositionTest","114","6","4","0","0","0","0","0","0","2","0","0","0","0.2500","1.0000","0.2500","0.1355","0.0000"
"Math-2","fixed","FirstOrderIntegrator","67","3","1","1","0","0","1","0","4","4","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","EuclideanDistance","37","4","1","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.5000","0.0129","0.0000"
"Math-2","fixed","GradientFunctionTest","88","2","5","0","0","0","0","0","2","5","0","0","0","0.0000","1.0000","0.0000","0.0490","0.0000"
"Math-2","fixed","Abs","34","3","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0129","0.0000"
"Math-2","fixed","SegmentsBuilder","","","","","","","","","","","","","","0.2000","1.0000","0.3333","0.0619","0.4000"
"Math-2","fixed","DfpMathTest","587","43","5","0","0","0","0","0","0","4","0","0","0","0.2000","1.0000","0.6000","0.4935","1.0000"
"Math-2","fixed","ISAACTest","393","3","3","0","1","0","0","0","0","2","0","0","0","0.6667","1.0000","0.8571","0.0290","0.0000"
"Math-2","fixed","DefaultRealMatrixChangingVisitor","45","5","3","0","0","0","0","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000","0.0000"
"Math-2","fixed","GLSMultipleLinearRegression","136","10","6","0","1","0","0","0","0","4","0","0","0","0.8333","1.0000","0.8750","0.0769","0.8333"
"Math-2","fixed","MultivariateRealDistribution","79","7","5","1","0","0","5","0","1","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","LevyDistribution","159","23","12","0","1","0","0","0","1","4","0","0","0","0.0000","1.0000","0.2500","0.0078","1.0000"
"Math-2","fixed","DefaultTransformer","82","7","3","0","0","0","0","0","2","4","0","0","0","0.0000","1.0000","0.2500","0.0312","0.0000"
"Math-2","fixed","SubOrientedPoint","71","7","4","0","1","0","0","0","0","4","0","0","0","0.2500","1.0000","0.2500","0.0194","0.0000"
"Math-2","fixed","MultivariateDifferentiableVectorMultiStartOptimizerTest","240","10","14","0","1","0","0","0","0","12","0","0","0","0.0000","0.0000","0.0000","0.0445","0.0000"
"Math-2","fixed","ExceptionContextProvider","34","3","1","1","0","0","1","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","RandomKey","299","25","10","0","1","1","0","0","4","8","0","0","0","0.4000","1.0000","0.5000","0.0597","0.2000"
"Math-2","fixed","TestException","","","","","","","","","","","","","","0.0000","0.0000","0.0000","0.0000","1.0000"
"Math-2","fixed","Preconditioner","47","3","1","1","0","0","1","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","ParameterJacobianWrapper","100","11","3","0","0","0","0","0","2","6","0","0","0","0.0000","1.0000","0.5000","0.0495","1.0000"
"Math-2","fixed","WithStartPoint","36","3","1","1","0","0","1","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","GammaTest","969","10","28","0","0","0","0","0","0","6","0","0","0","0.1071","1.0000","0.2188","0.0406","0.0714"
"Math-2","fixed","IterationManager","173","16","10","0","0","0","0","0","1","3","0","0","0","0.0000","1.0000","0.1667","0.0168","1.0000"
"Math-2","fixed","MaxEvalCallback","","","","","","","","","","","","","","0.0000","1.0000","0.0000","0.0000","0.0000"
"Math-2","fixed","NonSymmetricMatrixException","72","10","3","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.5714","0.0000","0.0000"
"Math-2","fixed","CircleProblem","138","10","5","0","0","0","0","0","0","5","0","0","0","0.0000","1.0000","0.3750","0.0852","0.8333"
"Math-2","fixed","UnknownParameterException","53","6","1","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.6667","0.0000","0.0000"
"Math-2","fixed","LineTest","136","1","9","0","0","0","0","0","1","10","0","0","0","0.0000","1.0000","0.0000","0.0968","0.0000"
"Math-2","fixed","Relationship","68","8","2","0","0","0","0","0","0","0","0","0","0","","","","",""
"Math-2","fixed","Gaussian2D","","","","","","","","","","","","","","0.0000","1.0000","0.4000","0.0129","0.6667"
"Math-2","fixed","SubLineTest","155","1","13","0","0","0","0","0","13","7","0","0","0","0.0000","1.0000","0.0000","0.1320","0.0000"
"Math-2","fixed","Unserializable","","","","","","","","","","","","","","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-2","fixed","DefaultIterativeLinearSolverEvent","144","14","5","0","1","0","0","0","0","1","0","0","0","0.0000","1.0000","0.5000","0.0019","1.0000"
"Math-2","fixed","BigRealField","84","14","5","0","0","0","0","0","0","3","0","0","0","1.0000","1.0000","1.0000","0.0000","0.0000"
"Math-2","fixed","UnionMerger","","","","","","","","","","","","","","0.0000","1.0000","0.0000","0.0484","0.0000"
"Math-2","fixed","Add","33","3","1","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0000","0.0000"
"Math-2","fixed","lnMant","","","","","","","","","","","","","","0.0000","1.0000","0.5000","0.0000","1.0000"
"Math-2","fixed","VectorialMeanTest","87","14","4","0","0","0","0","0","0","4","0","0","0","0.0000","1.0000","0.2000","0.0685","0.5000"
"Math-2","fixed","SimplexSolverTest","639","4","28","0","0","0","0","0","0","8","0","0","0","0.0714","1.0000","0.0714","0.1705","0.0000"
"Math-2","fixed","AdaptiveStepsizeIntegrator","376","31","11","0","1","1","1","0","9","8","0","0","0","0.2727","1.0000","0.5789","0.0460","0.9000"
"Math-2","fixed","HarmonicFitter","385","29","6","0","1","0","0","0","0","7","0","0","0","0.7500","1.0000","0.8571","0.0731","0.0000"
"Math-2","fixed","DataRow","","","","","","","","","","","","","","0.0000","1.0000","0.3333","0.0145","1.0000"
"Math-2","fixed","package-info","20","2","0","0","0","0","0","0","0","0","0","0","0","","","","",""
"Math-2","fixed","AbstractListChromosome","95","9","5","0","1","1","2","0","1","4","0","0","0","0.4000","1.0000","0.5000","0.0129","0.0000"
"Math-2","fixed","BetaTest","959","31","34","0","0","0","0","0","0","9","0","0","0","0.1471","1.0000","0.2927","0.0339","0.1176"
"Math-2","fixed","SelectionPolicy","35","3","1","1","0","0","1","0","1","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","RegionFactory","248","32","14","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0624","0.5714"
"Math-2","fixed","ParamBrusselator","","","","","","","","","","","","","","0.0000","0.5714","0.2500","0.0043","1.0000"
"Math-2","fixed","BinaryMutationTest","44","3","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.1452","0.0000"
"Math-2","fixed","Multiply","33","3","1","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0000","0.0000"
"Math-2","fixed","HaltonSequenceGeneratorTest","135","6","6","0","0","0","0","1","0","6","0","0","0","0.0000","1.0000","0.3333","0.0500","0.6667"
"Math-2","fixed","KeplerStepHandler","","","","","","","","","","","","","","0.0000","1.0000","0.6000","0.0661","1.0000"
"Math-2","fixed","ProperFractionFormat","232","36","4","0","1","0","0","0","0","6","0","0","0","0.0000","1.0000","0.3333","0.1540","0.5000"
"Math-2","fixed","ShiftInfo","","","","","","","","","","","","","","1.0000","0.0000","0.0000","0.0000","1.0000"
"Math-2","fixed","MultivariateDifferentiableVectorOptimizer","33","2","0","1","0","0","0","0","0","1","0","0","0","1.0000","1.0000","1.0000","0.0000",""
"Math-2","fixed","AVLTreeTest","175","3","8","0","0","0","0","0","0","3","0","0","0","0.3750","1.0000","0.3750","0.1867","0.0000"
"Math-2","fixed","Circle","","","","","","","","","","","","","","0.0000","0.5714","0.2500","0.0208","0.8889"
"Math-2","fixed","Elli","","","","","","","","","","","","","","0.0000","0.0000","0.0000","0.0226","0.0000"
"Math-2","fixed","ThirdMomentTest","47","5","2","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.3333","0.0000","1.0000"
"Math-2","fixed","GaussianRandomGeneratorTest","40","14","1","0","0","0","0","0","0","3","0","0","0","0.0000","1.0000","0.0000","0.0871","0.0000"
"Math-2","fixed","BigFractionMatrixConverter","","","","","","","","","","","","","","0.0000","1.0000","0.2500","0.0043","1.0000"
"Math-2","fixed","UnivariateMatrixFunctionDifferentiator","34","3","1","1","0","0","1","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","AdamsMoultonIntegratorTest","169","4","6","0","0","0","0","0","24","12","0","0","0","0.0000","1.0000","0.0000","0.1575","0.0000"
"Math-2","fixed","Hyperplane","79","7","5","1","0","0","5","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","Localizable","44","4","2","1","0","0","2","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","Equations","","","","","","","","","","","","","","0.0000","1.0000","0.5000","0.0048","1.0000"
"Math-2","fixed","TiesStrategy","55","7","0","0","0","0","0","0","0","0","0","0","0","","","","",""
"Math-2","fixed","GaussIntegratorFactory","170","13","7","0","0","0","0","0","5","4","0","0","0","0.2857","1.0000","0.5000","0.0198","0.5714"
"Math-2","fixed","FiniteDifferencesDifferentiatorTest","404","21","25","0","0","0","0","0","0","14","0","0","0","0.0000","1.0000","0.0000","0.1049","0.0000"
"Math-2","fixed","EigenDecomposition","959","65","21","0","0","0","0","0","1","8","0","0","0","0.0000","1.0000","0.4286","0.1086","0.9412"
"Math-2","fixed","Vector1DFormat","136","11","5","0","1","0","0","0","1","8","0","0","0","0.0000","1.0000","0.0000","0.0271","0.0000"
"Math-2","fixed","RandomCirclePointGenerator","92","9","2","0","0","0","0","0","0","8","0","0","0","0.5000","1.0000","0.8333","0.0435","0.0000"
"Math-2","fixed","CholeskySolverTest","112","10","4","0","0","0","0","0","0","3","0","0","0","0.2500","1.0000","0.4000","0.1242","0.7500"
"Math-2","fixed","State","","","","","","","","","","","","","","0.4167","0.9394","0.8000","0.1124","1.0000"
"Math-2","fixed","IterationListener","58","6","4","1","0","0","4","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","SplineInterpolator","128","6","1","0","0","0","0","0","3","7","0","0","0","0.0000","1.0000","0.0000","0.0710","0.0000"
"Math-2","fixed","LinearFullRankFunction","","","","","","","","","","","","","","0.0000","1.0000","0.6667","0.1226","0.0000"
"Math-2","fixed","CanberraDistanceTest","48","2","3","0","0","0","0","0","0","2","0","0","0","0.0000","0.0000","0.0000","0.0344","1.0000"
"Math-2","fixed","ContinuousOutputModel","383","32","10","0","0","0","0","0","5","10","0","0","0","0.1000","1.0000","0.4375","0.1065","1.0000"
"Math-2","fixed","GaussianFitter","366","25","12","0","1","0","0","0","2","11","0","0","0","0.8571","1.0000","0.9000","0.0852","0.0000"
"Math-2","fixed","HarmonicOscillatorTest","139","2","8","0","0","0","0","0","0","8","0","0","0","0.0000","1.0000","0.1111","0.0560","0.2500"
"Math-2","fixed","StorelessUnivariateStatisticAbstractTest","220","15","10","0","1","1","2","0","0","5","0","0","0","0.1000","1.0000","0.1818","0.1594","0.0000"
"Math-2","fixed","GaussianTest","161","2","14","0","0","0","0","0","0","9","0","0","0","0.0000","1.0000","0.0667","0.0698","0.2143"
"Math-2","fixed","BaseAbstractMultivariateOptimizer","319","34","15","0","0","1","1","0","1","15","0","0","0","0.4000","1.0000","0.5909","0.0267","0.9286"
"Math-2","fixed","Transformer","108","13","6","0","0","0","1","0","0","2","0","0","0","","","","",""
"Math-2","fixed","RealTransformerAbstractTest","351","28","19","0","0","1","10","0","0","8","0","0","0","0.1053","1.0000","0.1500","0.0509","0.0000"
"Math-2","fixed","UnivariateIntegrator","93","9","7","1","0","0","7","0","4","5","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","FuzzyKMeansClusterer","413","34","15","0","1","0","0","0","1","16","0","0","0","0.3333","1.0000","0.5833","0.0516","1.0000"
"Math-2","fixed","ComplexField","84","14","5","0","0","0","0","0","0","3","0","0","0","1.0000","1.0000","1.0000","0.0000","0.0000"
"Math-2","fixed","PowellOptimizer","353","23","4","0","2","0","0","0","0","18","0","0","0","0.0000","1.0000","0.7500","0.1185","0.6667"
"Math-2","fixed","UnivariateStatistic","56","5","3","1","0","0","3","0","2","2","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","DistanceMeasure","39","3","1","1","0","0","1","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","MultivariateMultiStartOptimizerTest","74","1","3","0","0","0","0","0","0","9","0","0","0","0.0000","1.0000","0.3333","0.0516","0.0000"
"Math-2","fixed","Well19937aTest","115","1","2","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0226","0.0000"
"Math-2","fixed","VectorialCovarianceTest","92","14","4","0","0","0","0","0","0","5","0","0","0","0.0000","1.0000","0.2000","0.0847","0.5000"
"Math-2","fixed","ArithmeticUtilsTest","828","62","29","0","0","0","0","1","1","13","0","0","0","0.1724","1.0000","0.2000","0.2234","0.0000"
"Math-2","fixed","InitializationCompletedMarkerException","","","","","","","","","","","","","","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-2","fixed","RealVector","1651","140","123","0","1","1","12","0","68","15","0","0","0","0.0000","1.0000","0.0000","0.0320","0.0000"
"Math-2","fixed","DummyListChromosome","78","4","5","0","1","0","0","0","1","2","0","0","0","0.2000","1.0000","0.2000","0.0458","0.0000"
"Math-2","fixed","DctNormalization","67","4","0","0","0","0","0","0","0","0","0","0","0","","","","",""
"Math-2","fixed","NotANumberException","38","4","0","0","1","0","0","0","0","1","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-2","fixed","ElitisticListPopulationTest","105","1","9","0","1","0","0","0","0","5","0","0","0","0.0000","1.0000","0.5000","0.0183","0.0000"
"Math-2","fixed","GeometricDistributionTest","144","11","8","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0145","0.0000"
"Math-2","fixed","TriDiagonalTransformer","254","30","7","0","0","0","0","0","0","2","0","0","0","0.1429","1.0000","0.5385","0.0419","1.0000"
"Math-2","fixed","BisectionSolverTest","91","2","3","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.1892","0.0000"
"Math-2","fixed","MullerSolver2Test","146","10","4","0","0","0","0","0","0","9","0","0","0","0.0000","1.0000","0.0000","0.1677","0.0000"
"Math-2","fixed","PointValuePairTest","38","1","1","0","0","0","0","0","0","3","0","0","0","0.0000","1.0000","0.0000","0.1516","0.0000"
"Math-2","fixed","MonitoredFunction","47","2","3","0","0","0","0","0","0","0","0","0","0","0.0000","1.0000","0.4000","0.0043","1.0000"
"Math-2","fixed","FastMathCalc","659","84","16","0","0","0","0","0","1","2","0","0","0","0.4375","1.0000","0.5714","0.0742","0.4375"
"Math-2","fixed","LocalizedFormats","400","91","2","0","0","0","0","0","0","3","0","0","0","","","","",""
"Math-2","fixed","Asin","54","5","3","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.0172","0.0000"
"Math-2","fixed","MaxCountExceededExceptionTest","33","2","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0258","0.0000"
"Math-2","fixed","GaussIntegrator","130","10","4","0","0","0","0","0","0","5","0","0","0","0.0000","1.0000","0.3333","0.0056","1.0000"
"Math-2","fixed","MathInternalError","58","7","0","0","1","0","0","0","0","2","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-2","fixed","NewtonRaphsonSolverTest","91","4","2","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.2645","0.0000"
"Math-2","fixed","FastMathTestPerformance","1090","4","83","0","0","0","0","60","0","4","0","0","0","0.0435","1.0000","0.1852","0.0682","1.0000"
"Math-2","fixed","TestBean","72","8","6","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.2500","0.0000","0.8333"
"Math-2","fixed","Clusterer","81","7","3","0","0","1","1","0","2","5","0","0","0","0.3333","1.0000","0.5000","0.0129","1.0000"
"Math-2","fixed","JacobianMatrices","494","51","14","0","1","0","0","0","13","8","0","0","0","1.0000","1.0000","1.0000","0.0505","0.7778"
"Math-2","fixed","HighamHall54StepInterpolator","120","7","2","0","1","0","0","0","0","1","0","0","0","1.0000","1.0000","1.0000","0.0145","0.0000"
"Math-2","fixed","NumberIsTooLargeExceptionTest","35","2","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0774","0.0000"
"Math-2","fixed","Well1024a","106","12","1","0","1","0","0","0","0","0","0","0","0","1.0000","1.0000","1.0000","0.0000","0.0000"
"Math-2","fixed","FractionMatrixConverter","","","","","","","","","","","","","","0.0000","1.0000","0.2500","0.0043","1.0000"
"Math-2","fixed","PrimesTest","172","41","8","0","0","0","0","2","0","6","0","0","0","0.0000","0.0000","0.0000","0.1198","0.5000"
"Math-2","fixed","VectorFormat","291","39","11","0","0","1","3","0","1","6","0","0","0","0.1818","0.7000","0.4286","0.0296","1.0000"
"Math-2","fixed","BracketingNthOrderBrentSolverDFP","437","64","9","0","0","0","0","0","4","7","0","0","0","0.1111","1.0000","0.4667","0.1312","0.8889"
"Math-2","fixed","FDistributionTest","159","13","13","0","1","0","0","0","0","3","0","0","0","0.0000","1.0000","0.0000","0.0417","0.0000"
"Math-2","fixed","LoessInterpolatorTest","260","9","21","0","0","0","0","0","0","9","0","0","0","0.0476","1.0000","0.0476","0.0298","0.0000"
"Math-2","fixed","LowDiscrepancyGeneratorComparison","253","7","8","0","2","0","0","0","0","26","0","0","0","0.6667","1.0000","0.8000","0.0645","0.0000"
"Math-2","fixed","AdamsBashforthIntegrator","326","23","1","0","1","0","0","0","4","9","0","0","0","0.0000","1.0000","0.5000","0.6935","0.0000"
"Math-2","fixed","ModelFunctionJacobian","47","5","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.5000","0.0000","0.0000"
"Math-2","fixed","MultiKMeansPlusPlusClustererTest","98","4","1","0","0","0","0","0","0","4","0","0","0","0.0000","1.0000","0.0000","0.3387","0.0000"
"Math-2","fixed","Sides","","","","","","","","","","","","","","0.0000","1.0000","0.3333","0.0000","1.0000"
"Math-2","fixed","AbstractLinearOptimizer","163","22","10","0","0","1","1","0","3","6","0","0","0","0.6000","0.8571","0.7059","0.0035","1.0000"
"Math-2","fixed","TricubicSplineFunction","","","","","","","","","","","","","","0.0000","1.0000","0.6667","0.0581","0.0000"
"Math-2","fixed","RealVectorFormat","289","36","11","0","0","0","0","0","0","8","0","0","0","0.0000","1.0000","0.4762","0.0472","0.9091"
"Math-2","fixed","Tanh","54","5","3","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.0172","0.0000"
"Math-2","fixed","FieldHermiteInterpolator","210","14","3","0","0","0","0","0","8","11","0","0","0","0.0000","1.0000","0.5000","0.3022","1.0000"
"Math-2","fixed","RandomDataImpl","586","38","32","0","0","0","0","0","33","13","0","0","0","0.0000","1.0000","0.0588","0.0133","0.9375"
"Math-2","fixed","EuclideanIntegerPoint","102","11","6","0","0","0","0","0","0","4","0","0","0","0.0000","1.0000","0.2500","0.0237","1.0000"
"Math-2","fixed","MaxIterCallback","","","","","","","","","","","","","","0.0000","1.0000","0.0000","0.0000","0.0000"
"Math-2","fixed","CircleVectorial","90","2","7","0","0","0","0","0","0","4","0","0","0","0.1429","1.0000","0.2500","0.0553","0.8571"
"Math-2","fixed","Plot","","","","","","","","","","","","","","0.6667","1.0000","0.8000","0.0505","0.0000"
"Math-2","fixed","ArrayRealVector","955","71","49","0","1","0","0","0","27","13","0","0","0","0.0408","1.0000","0.0962","0.0401","0.7755"
"Math-2","fixed","NumberIsTooLargeException","86","9","2","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.6000","0.0000","1.0000"
"Math-2","fixed","StepFunctionTest","116","2","9","0","0","0","0","0","0","7","0","0","0","0.0000","1.0000","0.1000","0.0710","0.2222"
"Math-2","fixed","TournamentSelection","115","14","5","0","0","0","0","0","2","4","0","0","0","0.2500","1.0000","0.4000","0.0348","1.0000"
"Math-2","fixed","Decimal64Field","62","9","4","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.2000","0.0000","0.0000"
"Math-2","fixed","ExpFracTable","","","","","","","","","","","","","","0.0000","1.0000","0.5000","0.0000","1.0000"
"Math-2","fixed","BaseUnivariateOptimizer","87","4","2","1","0","0","2","0","0","3","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","Precision","555","36","21","0","0","0","0","0","4","4","0","0","0","0.0476","0.6000","0.1538","0.0561","0.0952"
"Math-2","fixed","OpenIntToDoubleHashMapTest","325","11","23","0","0","0","0","1","0","10","0","0","0","0.2174","1.0000","0.2500","0.1276","0.4783"
"Math-2","fixed","Erf","244","21","5","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.1667","0.0581","0.0000"
"Math-2","fixed","MultiStartUnivariateOptimizerTest","133","5","6","0","1","0","0","0","0","10","0","0","0","1.0000","1.0000","1.0000","0.0989","0.0000"
"Math-2","fixed","UnmodifiableRealVectorAbstractTest","455","17","17","0","0","1","1","4","2","12","0","0","0","0.0588","1.0000","0.2381","0.1387","0.4375"
"Math-2","fixed","LaguerreSolverTest","160","15","5","0","0","0","0","0","0","8","0","0","0","0.0000","1.0000","0.0000","0.1284","0.0000"
"Math-2","fixed","RetryRunner","82","9","2","0","1","0","0","0","1","4","0","0","0","0.0000","1.0000","0.0000","0.0774","0.0000"
"Math-2","fixed","SecondaryComponent","","","","","","","","","","","","","","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-2","fixed","DummyCountingBinaryChromosome","","","","","","","","","","","","","","0.0000","1.0000","0.0000","0.0000","0.0000"
"Math-2","fixed","QuinticFunction","40","3","2","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0516","0.0000"
"Math-2","fixed","TransformerMap","190","17","11","0","0","0","0","0","1","6","0","0","0","0.0000","1.0000","0.2143","0.0349","1.0000"
"Math-2","fixed","ResizableDoubleArrayTest","599","46","21","0","1","0","0","3","0","6","0","0","0","0.1053","1.0000","0.1053","0.2290","0.0000"
"Math-2","fixed","BrownDennisFunction","","","","","","","","","","","","","","0.0000","1.0000","0.6667","0.1645","0.0000"
"Math-2","fixed","WeightedEvaluation","58","4","2","1","0","0","2","0","2","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","SimpleBounds","64","7","2","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.5000","0.0129","0.0000"
"Math-2","fixed","SqrtTest","71","1","5","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.0684","0.0000"
"Math-2","fixed","Well512a","107","13","1","0","1","0","0","0","0","0","0","0","0","1.0000","1.0000","1.0000","0.0000","0.0000"
"Math-2","fixed","RealLinearOperator","110","7","5","0","0","1","3","1","2","1","0","0","0","0.0000","1.0000","0.0000","0.0000","0.0000"
"Math-2","fixed","TTestTest","298","26","7","0","0","0","0","0","0","7","0","0","0","0.0000","0.8000","0.3333","0.2018","1.0000"
"Math-2","fixed","Side","38","6","0","0","0","0","0","0","0","0","0","0","0","","","","",""
"Math-2","fixed","SynchronizedDescriptiveStatistics","185","20","12","0","1","0","0","0","2","3","0","0","0","0.0000","1.0000","0.0769","0.0151","0.0000"
"Math-2","fixed","Target","51","5","1","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.5000","0.0129","0.0000"
"Math-2","fixed","TooManyEvaluationsException","40","4","0","0","1","0","0","0","0","1","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-2","fixed","BoundaryProjector","","","","","","","","","","","","","","0.2000","1.0000","0.3333","0.0955","0.4000"
"Math-2","fixed","FourthMomentTest","47","5","2","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.3333","0.0000","1.0000"
"Math-2","fixed","ReappearingEventTest","96","3","9","0","0","0","0","0","12","13","0","0","0","0.0000","1.0000","0.0000","0.0100","0.0000"
"Math-2","fixed","Population","60","7","5","1","0","0","5","0","1","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","fixed","FreudensteinRothFunction","","","","","","","","","","","","","","0.0000","1.0000","0.6667","0.1677","0.0000"
